ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
258417857,0,11SEP61,38.0,0,12.0,,No,"$125,191",Yes,M,<High School,z_Blue Collar,25,Private,"$9,970",7,Pickup,yes,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
553729047,0,03NOV73,26.0,1,,"$21,276",No,$0,Yes,z_F,Bachelors,Student,17,Private,"$13,420",1,Minivan,no,$0,0,No,0,$0,4.0,0,Highly Urban/ Urban
422745899,0,16AUG55,44.0,0,11.0,"$181,640",No,"$462,793",Yes,z_F,PhD,Doctor,5,Private,"$5,900",16,Sports Car,no,$0,0,No,0,$0,,0,Highly Urban/ Urban
130076382,0,15JAN52,47.0,0,9.0,"$121,991",No,"$329,229",Yes,z_F,Masters,Manager,18,Private,"$5,180",8,Minivan,yes,$0,0,No,1,$0,1.0,0,Highly Urban/ Urban
32871024,0,27APR43,56.0,0,11.0,"$123,999",No,"$332,786",z_No,M,z_High School,Professional,47,Private,"$19,500",17,Van,yes,$0,0,No,0,$0,8.0,0,Highly Urban/ Urban
453323088,0,10APR43,56.0,0,12.0,"$48,414",No,$0,z_No,M,Bachelors,Manager,44,Private,"$18,120",10,Minivan,yes,"$9,932",2,No,0,$0,13.0,0,Highly Urban/ Urban
608982026,0,22JAN63,36.0,1,13.0,"$14,729",No,"$91,594",Yes,M,<High School,Clerical,26,Private,"$14,270",10,Minivan,yes,$0,0,No,0,$0,6.0,0,z_Highly Rural/ Rural
773444046,1,25NOV56,42.0,2,14.0,"$251,883",Yes,"$603,984",z_No,z_F,PhD,Doctor,31,Private,"$5,700",3,z_SUV,no,"$33,808",1,Yes,4,"$5,591",,1,Highly Urban/ Urban
783726476,0,04MAY53,46.0,0,11.0,"$35,214",No,"$139,244",Yes,M,Bachelors,Clerical,35,Private,"$12,230",7,Pickup,yes,$0,0,No,0,$0,9.0,0,z_Highly Rural/ Rural
436489083,0,25NOV49,49.0,0,12.0,,No,"$248,521",Yes,z_F,Masters,Lawyer,28,Private,"$19,560",6,Minivan,no,"$6,893",3,No,0,$0,,0,Highly Urban/ Urban
914959395,0,24JUL36,63.0,0,17.0,"$86,078",No,"$319,488",Yes,z_F,Bachelors,Professional,13,Private,"$20,960",4,Sports Car,no,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
319840621,0,11SEP74,25.0,1,8.0,"$66,390",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,41,Commercial,"$22,740",9,z_SUV,no,"$7,019",2,No,1,"$5,207",10.0,1,Highly Urban/ Urban
142669423,0,13MAR55,44.0,0,12.0,"$51,279",No,"$200,803",Yes,M,<High School,z_Blue Collar,52,Commercial,"$12,200",3,Pickup,yes,$0,0,No,0,"$40,941",1.0,1,Highly Urban/ Urban
731954192,0,23OCT69,30.0,2,14.0,,Yes,$0,z_No,M,Masters,,52,Commercial,"$19,340",6,Van,yes,"$32,990",2,Yes,0,"$3,463",17.0,1,Highly Urban/ Urban
867204089,0,27AUG56,43.0,3,15.0,"$61,852",No,"$176,219",Yes,z_F,z_High School,z_Blue Collar,30,Commercial,"$12,260",11,Minivan,no,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
825815417,0,27FEB46,53.0,0,10.0,"$222,372",No,$0,z_No,z_F,Masters,Lawyer,60,Private,"$37,140",1,Sports Car,no,$0,0,No,0,$0,7.0,0,Highly Urban/ Urban
234860544,0,22DEC46,52.0,0,8.0,"$129,561",No,"$336,369",Yes,M,Bachelors,Professional,46,Private,"$19,660",6,Minivan,yes,$0,0,No,1,$0,12.0,0,Highly Urban/ Urban
120935025,0,08FEB47,52.0,0,13.0,"$3,079",No,"$64,198",z_No,z_F,<High School,Home Maker,35,Private,"$8,930",10,Sports Car,no,$0,0,No,0,$0,1.0,0,Highly Urban/ Urban
310453136,2,22APR37,62.0,3,18.0,"$30,322",No,"$150,059",Yes,z_F,z_High School,z_Blue Collar,5,Private,"$18,780",4,Sports Car,no,"$23,486",2,Yes,0,"$6,561",1.0,1,Highly Urban/ Urban
858966351,0,16OCT42,57.0,0,15.0,"$51,737",No,"$167,419",Yes,z_F,z_High School,z_Blue Collar,56,Private,"$17,440",6,z_SUV,no,$0,0,Yes,1,$0,11.0,0,z_Highly Rural/ Rural
351243985,0,06MAR47,52.0,0,16.0,"$76,954",No,"$249,290",z_No,M,Bachelors,Professional,44,Private,"$19,540",6,Minivan,yes,$0,0,Yes,0,$0,11.0,0,Highly Urban/ Urban
496107895,0,30APR49,50.0,0,10.0,"$219,024",No,$0,z_No,M,PhD,,27,Commercial,"$23,370",4,Panel Truck,yes,"$4,117",2,No,4,$0,20.0,0,Highly Urban/ Urban
860632840,2,20APR60,39.0,3,12.0,"$39,619",No,"$183,660",Yes,z_F,z_High School,z_Blue Collar,42,Commercial,"$9,360",13,Sports Car,no,"$1,218",2,No,3,"$1,482",10.0,1,Highly Urban/ Urban
150908767,1,18NOV57,42.0,1,14.0,"$71,417",No,"$282,918",Yes,z_F,Bachelors,Professional,26,Private,"$17,050",6,z_SUV,no,$0,0,No,0,$0,9.0,0,Highly Urban/ Urban
282526845,0,30MAR40,59.0,0,11.0,"$186,632",No,"$483,645",Yes,M,PhD,Manager,35,Private,"$21,730",1,Van,no,$0,0,No,2,$0,13.0,0,Highly Urban/ Urban
797925473,2,25FEB54,45.0,2,0.0,$0,No,"$100,508",Yes,z_F,Bachelors,Home Maker,60,Private,"$6,000",10,z_SUV,no,$0,0,No,4,$0,11.0,0,z_Highly Rural/ Rural
225153231,0,14AUG65,34.0,4,0.0,$0,Yes,$0,z_No,z_F,z_High School,Student,58,Commercial,"$11,730",7,z_SUV,no,"$38,888",2,Yes,9,"$5,082",1.0,1,Highly Urban/ Urban
159800187,3,26JAN61,38.0,3,11.0,"$85,100",No,"$256,407",Yes,z_F,Masters,z_Blue Collar,34,Private,"$13,810",1,Minivan,no,$0,0,Yes,1,$0,18.0,0,Highly Urban/ Urban
467926237,0,26MAY47,52.0,0,8.0,"$57,912",No,"$236,693",Yes,z_F,Masters,Lawyer,78,Private,"$14,350",6,z_SUV,no,$0,0,No,0,"$32,059",16.0,1,Highly Urban/ Urban
292763066,0,07SEP46,53.0,0,13.0,"$70,494",No,"$227,305",Yes,M,PhD,Manager,22,Private,"$13,850",4,Minivan,yes,$0,0,No,3,$0,15.0,0,Highly Urban/ Urban
362300367,0,13SEP68,31.0,2,12.0,"$112,632",No,"$298,529",Yes,M,z_High School,Professional,57,Private,"$16,550",6,Van,yes,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
667221816,0,23MAY52,47.0,0,13.0,"$59,699",No,"$192,290",Yes,z_F,Bachelors,z_Blue Collar,29,Commercial,"$22,690",4,Sports Car,no,$0,0,No,1,$0,11.0,0,Highly Urban/ Urban
918239888,0,03JUN42,57.0,0,13.0,"$119,975",No,"$339,052",Yes,z_F,PhD,Doctor,40,Private,"$13,500",10,z_SUV,no,$0,0,Yes,0,"$8,521",13.0,1,Highly Urban/ Urban
673625030,0,25DEC47,51.0,0,16.0,"$36,431",No,"$170,380",Yes,M,z_High School,Clerical,51,Commercial,"$18,050",6,Van,no,$0,0,No,1,$0,1.0,0,z_Highly Rural/ Rural
19903973,0,08OCT60,39.0,0,,,No,$0,Yes,z_F,<High School,Student,79,Private,"$5,600",1,Sports Car,no,"$4,697",1,No,0,$0,1.0,0,Highly Urban/ Urban
109954375,0,28MAR41,58.0,0,8.0,"$77,297",No,"$280,067",z_No,M,Bachelors,z_Blue Collar,5,Commercial,"$7,300",4,Pickup,no,"$3,075",4,No,5,"$4,373",1.0,1,Highly Urban/ Urban
945402589,0,21MAY54,45.0,0,6.0,"$87,444",No,"$247,573",Yes,M,Bachelors,z_Blue Collar,26,Commercial,"$13,110",3,Minivan,yes,$0,0,No,5,$0,5.0,0,z_Highly Rural/ Rural
342185656,0,16JUL52,47.0,0,13.0,"$113,356",No,"$380,945",Yes,z_F,Masters,,9,Commercial,"$16,580",6,Pickup,no,$0,0,No,0,"$1,546",16.0,1,z_Highly Rural/ Rural
368325116,0,28FEB58,41.0,0,11.0,,No,$0,z_No,z_F,Bachelors,z_Blue Collar,49,Commercial,"$13,070",6,Sports Car,no,"$2,932",3,No,7,"$3,404",13.0,1,Highly Urban/ Urban
663154691,0,21AUG71,28.0,2,15.0,"$40,061",No,"$134,035",Yes,z_F,z_High School,z_Blue Collar,39,Commercial,"$8,310",7,z_SUV,no,"$5,084",1,No,2,$0,1.0,0,Highly Urban/ Urban
828182123,1,03MAY62,37.0,2,11.0,"$28,907",No,"$162,439",Yes,z_F,z_High School,Clerical,34,Private,"$4,390",10,Sports Car,no,"$4,383",3,No,0,$0,1.0,0,Highly Urban/ Urban
398984508,0,09JUN53,46.0,0,6.0,"$90,232",No,"$260,661",z_No,z_F,Bachelors,Professional,42,Private,"$15,780",1,z_SUV,no,$0,0,No,1,$0,14.0,0,Highly Urban/ Urban
157651391,0,14OCT50,49.0,0,12.0,"$106,161",No,"$282,961",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$18,020",1,z_SUV,no,$0,0,No,0,"$5,704",16.0,1,Highly Urban/ Urban
619748463,0,24DEC40,58.0,0,,"$1,102",No,$0,Yes,M,<High School,Student,11,Private,"$10,900",1,Minivan,yes,$0,0,No,0,"$13,875",1.0,1,Highly Urban/ Urban
51707702,2,22NOV56,42.0,2,11.0,"$114,277",No,"$307,203",Yes,M,Masters,Lawyer,6,Private,"$15,620",10,Minivan,yes,$0,0,No,0,$0,14.0,0,Highly Urban/ Urban
318075197,1,20JUL36,63.0,1,2.0,"$38,111",No,"$152,804",Yes,z_F,Masters,Lawyer,28,Private,"$15,700",13,z_SUV,no,$0,0,Yes,2,"$8,633",19.0,1,Highly Urban/ Urban
278452834,0,12JUL53,46.0,0,10.0,,No,"$288,592",Yes,M,Masters,Lawyer,7,Private,"$15,920",1,Minivan,no,$0,0,No,1,$0,15.0,0,Highly Urban/ Urban
824014076,0,19JAN49,50.0,0,13.0,"$124,092",No,$0,z_No,z_F,Bachelors,Clerical,46,Private,"$14,880",1,Minivan,no,"$1,597",2,Yes,7,"$2,213",10.0,1,Highly Urban/ Urban
190609676,0,23OCT54,45.0,1,12.0,"$190,010",No,"$464,792",Yes,M,Masters,,28,Commercial,"$28,010",1,Panel Truck,yes,"$8,334",1,No,1,$0,15.0,0,Highly Urban/ Urban
717075133,0,08JAN44,55.0,0,11.0,"$127,755",No,"$354,569",Yes,z_F,Bachelors,z_Blue Collar,39,Commercial,"$37,670",10,Minivan,no,$0,0,No,0,$0,10.0,0,Highly Urban/ Urban
929031390,1,25MAY62,37.0,1,,"$23,048",No,"$132,852",Yes,z_F,z_High School,z_Blue Collar,13,Commercial,"$21,780",1,Pickup,no,$0,0,No,3,"$7,234",9.0,1,Highly Urban/ Urban
164145388,0,10JAN42,57.0,0,14.0,"$27,145",No,"$162,136",Yes,z_F,z_High School,Clerical,29,Private,"$7,200",10,z_SUV,no,$0,0,Yes,0,$0,5.0,0,Highly Urban/ Urban
672676093,0,02MAR58,41.0,0,10.0,"$93,856",No,$0,z_No,z_F,z_High School,z_Blue Collar,10,Private,"$14,640",1,Minivan,no,$0,0,No,0,$0,10.0,0,Highly Urban/ Urban
414976092,1,15JAN63,36.0,2,0.0,$0,No,$0,Yes,z_F,<High School,Home Maker,36,Private,"$1,500",6,z_SUV,no,$0,0,No,3,$0,7.0,0,Highly Urban/ Urban
484814016,0,24DEC68,30.0,2,11.0,"$13,490",No,"$95,447",Yes,M,z_High School,Student,5,Commercial,"$5,850",10,Pickup,no,"$31,401",3,Yes,1,"$4,578",1.0,1,Highly Urban/ Urban
671690440,0,24JUL73,26.0,2,13.0,$989,No,$0,Yes,z_F,<High School,Student,24,Private,"$4,200",10,z_SUV,no,"$25,081",2,Yes,3,"$3,997",1.0,1,Highly Urban/ Urban
446316742,0,17APR60,39.0,0,8.0,"$48,490",No,"$195,777",z_No,z_F,Bachelors,z_Blue Collar,39,Commercial,"$15,180",4,z_SUV,no,"$3,893",1,No,0,"$4,703",9.0,1,Highly Urban/ Urban
796525268,0,16DEC58,40.0,0,12.0,"$31,311",No,"$153,571",z_No,M,z_High School,z_Blue Collar,12,Commercial,"$8,630",1,Minivan,yes,$0,0,No,1,$0,1.0,0,z_Highly Rural/ Rural
134426064,0,16FEB51,48.0,0,15.0,"$81,940",No,"$263,363",Yes,z_F,z_High School,Manager,5,Private,"$17,270",1,Sports Car,no,"$17,691",1,Yes,6,$0,1.0,0,Highly Urban/ Urban
86536397,0,17FEB59,40.0,0,10.0,"$36,867",No,"$138,277",Yes,M,<High School,z_Blue Collar,56,Private,"$10,620",1,Pickup,no,$0,0,No,0,$0,7.0,0,Highly Urban/ Urban
479902554,0,25MAY71,28.0,1,0.0,$0,Yes,$0,z_No,z_F,z_High School,Home Maker,27,Private,"$15,370",3,Sports Car,no,"$2,747",1,No,4,"$2,988",6.0,1,Highly Urban/ Urban
483052498,1,07JUN61,38.0,3,14.0,"$48,021",Yes,"$170,963",z_No,z_F,z_High School,Clerical,13,Private,"$17,090",1,z_SUV,no,$0,0,No,2,$0,1.0,0,Highly Urban/ Urban
813759954,0,21JAN33,66.0,1,17.0,"$96,830",No,"$325,826",Yes,M,Masters,Professional,23,Private,"$11,180",7,z_SUV,no,$0,0,No,0,$0,16.0,0,Highly Urban/ Urban
531895374,0,02JUL44,55.0,0,14.0,"$70,112",No,"$284,285",Yes,z_F,z_High School,z_Blue Collar,21,Commercial,"$22,740",6,Sports Car,no,$0,0,No,4,"$1,356",1.0,1,Highly Urban/ Urban
12064672,1,02OCT54,45.0,1,14.0,"$49,557",No,"$189,358",Yes,z_F,Masters,Lawyer,52,Private,"$10,960",4,z_SUV,no,$0,0,No,0,$0,24.0,0,Highly Urban/ Urban
884881408,0,20APR42,57.0,1,15.0,"$119,961",No,"$374,650",Yes,M,Bachelors,z_Blue Collar,25,Commercial,"$17,120",4,Pickup,no,$0,0,No,0,$0,13.0,0,Highly Urban/ Urban
88744550,0,05FEB58,41.0,0,12.0,"$75,080",No,"$237,088",Yes,z_F,Bachelors,Manager,37,Private,"$9,010",1,z_SUV,no,"$6,244",2,No,4,$0,3.0,0,Highly Urban/ Urban
310571543,0,05JUL53,46.0,0,13.0,"$45,100",No,$0,z_No,z_F,Bachelors,z_Blue Collar,18,Commercial,"$10,610",1,z_SUV,no,"$37,157",2,Yes,0,$0,13.0,0,Highly Urban/ Urban
417704290,0,17JUL58,41.0,0,,"$74,187",No,$0,z_No,M,Bachelors,Professional,43,Private,"$16,360",1,Van,yes,$0,0,No,1,$0,10.0,0,Highly Urban/ Urban
779355847,0,14JUN52,47.0,0,14.0,"$40,777",No,,Yes,z_F,z_High School,z_Blue Collar,36,Commercial,"$10,280",6,z_SUV,no,"$20,372",3,Yes,3,"$2,615",1.0,1,Highly Urban/ Urban
722851035,0,21DEC52,46.0,0,9.0,"$57,049",No,"$211,508",z_No,M,Bachelors,Manager,15,Commercial,"$11,800",7,Pickup,yes,"$1,437",2,No,0,$0,11.0,0,Highly Urban/ Urban
128098401,0,03APR74,25.0,1,9.0,"$24,234",No,$0,Yes,M,Bachelors,Student,46,Commercial,"$6,420",1,Pickup,yes,"$1,368",2,No,1,$0,15.0,0,z_Highly Rural/ Rural
779624178,0,10OCT44,55.0,0,10.0,"$20,046",No,"$154,672",Yes,z_F,Masters,Manager,26,Private,"$39,580",13,Minivan,no,$0,0,No,0,$0,20.0,0,Highly Urban/ Urban
12254781,0,17JAN44,55.0,0,10.0,"$3,083",No,"$64,682",Yes,M,Masters,Manager,46,Private,"$7,310",10,Pickup,yes,$0,0,No,1,$0,10.0,0,Highly Urban/ Urban
270029813,0,16JAN51,48.0,0,12.0,"$42,156",No,$0,z_No,M,<High School,Clerical,50,Private,"$11,680",1,Minivan,no,$0,0,No,0,$0,8.0,0,z_Highly Rural/ Rural
189010371,0,23DEC48,50.0,0,10.0,"$51,553",No,"$173,821",z_No,M,Bachelors,Manager,17,Private,"$14,460",1,Minivan,yes,$0,0,No,0,$0,13.0,0,Highly Urban/ Urban
748685732,0,01MAY38,61.0,0,14.0,"$78,094",No,"$229,815",z_No,M,z_High School,z_Blue Collar,57,Commercial,"$15,410",10,z_SUV,no,"$3,380",3,No,9,$0,1.0,0,Highly Urban/ Urban
532877284,0,03JUL64,35.0,0,9.0,"$95,536",No,$0,z_No,M,Masters,Professional,33,Commercial,"$25,840",9,Panel Truck,yes,$0,0,No,2,$0,11.0,0,Highly Urban/ Urban
413423871,1,19DEC53,45.0,1,15.0,"$197,836",No,"$504,107",Yes,M,PhD,Lawyer,15,Private,"$11,280",6,Pickup,yes,"$8,832",3,No,6,$0,,0,Highly Urban/ Urban
608881316,0,19APR44,55.0,0,13.0,"$59,543",No,"$210,698",Yes,z_F,Bachelors,Professional,32,Private,"$12,950",1,z_SUV,no,$677,2,No,4,$0,5.0,0,Highly Urban/ Urban
430554774,0,08SEP51,48.0,0,12.0,,No,$0,z_No,M,z_High School,Clerical,51,Private,"$12,100",3,Pickup,yes,$0,0,No,0,$0,1.0,0,z_Highly Rural/ Rural
973319273,0,13AUG66,33.0,1,13.0,"$67,171",No,"$131,767",Yes,z_F,Masters,Lawyer,17,Private,"$16,780",4,z_SUV,no,$0,0,No,1,$0,15.0,0,Highly Urban/ Urban
163145873,0,18JUN64,35.0,1,0.0,$0,No,"$60,714",Yes,z_F,<High School,Home Maker,58,Private,"$13,820",4,Sports Car,no,"$4,896",1,No,1,"$1,399",7.0,1,Highly Urban/ Urban
934440703,0,15OCT46,53.0,0,13.0,"$114,845",No,"$351,686",Yes,z_F,Bachelors,Manager,54,Commercial,"$24,930",6,Pickup,no,$0,0,Yes,0,$0,7.0,0,Highly Urban/ Urban
927875675,0,09NOV35,64.0,0,10.0,"$83,033",No,"$275,175",z_No,M,Masters,Lawyer,17,Private,"$23,620",1,Minivan,no,$0,0,No,0,"$32,038",,1,Highly Urban/ Urban
196357678,0,06FEB78,21.0,0,5.0,"$40,022",No,$0,z_No,z_F,Bachelors,Manager,67,Private,"$9,360",6,Sports Car,yes,$0,0,No,0,"$6,245",1.0,1,Highly Urban/ Urban
654085972,0,14MAR53,46.0,0,13.0,,No,$0,z_No,z_F,Bachelors,Student,124,Commercial,"$27,880",4,Minivan,no,$0,0,No,1,$0,13.0,0,z_Highly Rural/ Rural
70771420,0,27JUN73,26.0,1,12.0,"$50,402",No,"$169,080",Yes,z_F,z_High School,Clerical,48,Private,"$9,140",6,Sports Car,no,"$7,567",1,No,0,$0,1.0,0,z_Highly Rural/ Rural
53218115,0,27SEP49,50.0,0,13.0,"$195,523",No,$0,z_No,M,PhD,,29,Commercial,"$17,360",4,Van,yes,$0,0,No,6,$0,11.0,0,Highly Urban/ Urban
493274156,0,08APR53,46.0,0,10.0,"$40,047",No,"$153,059",Yes,M,z_High School,Clerical,29,Private,"$12,530",1,Minivan,yes,"$8,292",1,No,3,$0,1.0,0,Highly Urban/ Urban
324180718,0,31AUG47,52.0,0,5.0,"$54,545",No,$0,z_No,z_F,Bachelors,Manager,30,Private,"$17,930",1,Sports Car,no,"$4,037",1,No,0,$0,10.0,0,Highly Urban/ Urban
506136547,0,12NOV59,40.0,0,14.0,$381,No,"$53,204",Yes,z_F,Masters,Home Maker,39,Private,"$1,540",6,z_SUV,no,$0,0,No,0,$0,24.0,0,Highly Urban/ Urban
577852428,0,06OCT54,45.0,4,17.0,"$85,428",Yes,"$236,050",z_No,z_F,z_High School,Student,16,Private,"$7,890",6,z_SUV,no,$0,0,No,0,$0,1.0,0,Highly Urban/ Urban
387139563,0,16OCT62,37.0,1,9.0,"$67,175",Yes,$0,z_No,z_F,PhD,Lawyer,40,Private,"$23,340",9,Pickup,no,$0,0,No,5,$0,22.0,0,Highly Urban/ Urban
724904951,0,06JUL51,48.0,0,,"$27,433",No,"$147,243",Yes,z_F,<High School,z_Blue Collar,33,Private,"$27,420",7,Pickup,no,"$34,616",2,No,0,$0,6.0,0,Highly Urban/ Urban
747002242,1,15AUG54,45.0,2,12.0,"$129,261",Yes,"$325,139",z_No,z_F,Masters,Manager,52,Private,"$20,530",6,z_SUV,no,"$25,495",2,Yes,1,$0,12.0,0,Highly Urban/ Urban
426213310,0,24AUG46,53.0,0,6.0,"$59,144",No,"$205,862",Yes,M,PhD,Manager,24,Private,"$14,870",3,Minivan,no,$0,0,Yes,0,$0,13.0,0,Highly Urban/ Urban
572850091,0,12MAY50,49.0,0,10.0,"$45,187",No,"$165,265",Yes,M,z_High School,Professional,37,Commercial,"$32,490",1,Panel Truck,yes,"$6,534",2,No,0,$0,1.0,0,Highly Urban/ Urban
678110645,0,19APR65,34.0,0,9.0,"$15,363",No,$0,z_No,M,<High School,z_Blue Collar,27,Commercial,"$18,660",1,Van,yes,$0,0,Yes,3,"$3,663",1.0,1,Highly Urban/ Urban
657603682,0,23SEP52,47.0,0,11.0,"$78,953",No,"$233,925",Yes,M,Bachelors,z_Blue Collar,23,Commercial,"$17,410",4,Van,yes,$0,0,No,1,$0,8.0,0,Highly Urban/ Urban
774223374,0,27APR53,46.0,0,6.0,"$77,946",No,"$225,853",Yes,M,z_High School,z_Blue Collar,34,Commercial,"$17,840",3,Van,yes,"$4,002",1,No,1,"$6,471",1.0,1,Highly Urban/ Urban
463360926,2,23JUL55,44.0,3,14.0,"$47,231",No,"$168,478",Yes,z_F,z_High School,Clerical,31,Private,"$18,170",17,Pickup,no,$0,0,No,0,$0,10.0,0,Highly Urban/ Urban
690076315,0,26FEB51,48.0,0,16.0,"$97,829",No,"$292,727",Yes,z_F,Bachelors,z_Blue Collar,29,Commercial,"$18,940",3,Minivan,no,$0,0,No,2,$0,1.0,0,Highly Urban/ Urban
7626401,0,20JUL51,48.0,0,11.0,,No,$0,z_No,z_F,<High School,Clerical,34,Private,"$11,890",1,Sports Car,no,$0,0,No,0,$0,1.0,0,Highly Urban/ Urban
488230129,0,12JAN65,34.0,1,10.0,"$71,328",Yes,"$203,768",z_No,z_F,Bachelors,Manager,32,Private,"$21,320",6,Minivan,yes,$0,0,No,0,$0,15.0,0,Highly Urban/ Urban
627727255,0,03APR53,46.0,0,13.0,"$103,093",No,"$271,213",Yes,z_F,Bachelors,Professional,39,Commercial,"$30,060",3,Van,no,$0,0,No,3,$0,6.0,0,z_Highly Rural/ Rural
977322255,0,09MAR73,26.0,2,0.0,$0,No,,Yes,z_F,z_High School,Student,10,Commercial,"$22,430",4,Pickup,no,"$8,538",4,No,8,"$2,357",1.0,1,Highly Urban/ Urban
982078476,0,26SEP49,50.0,0,0.0,$0,No,"$91,409",z_No,z_F,z_High School,Student,37,Private,"$6,820",4,z_SUV,no,$0,0,No,2,$0,11.0,0,z_Highly Rural/ Rural
599916659,0,10FEB70,29.0,1,12.0,"$142,531",Yes,$0,z_No,M,Masters,Professional,39,Private,"$20,040",7,Van,no,"$5,077",2,No,2,"$1,042",12.0,1,Highly Urban/ Urban
22824315,0,17OCT46,53.0,0,10.0,"$145,737",No,"$387,144",Yes,M,PhD,Doctor,20,Private,"$21,370",6,Minivan,yes,$0,0,No,2,$0,11.0,0,Highly Urban/ Urban
289540110,0,16JUL47,52.0,0,10.0,,No,"$180,747",Yes,z_F,Bachelors,Professional,20,Commercial,"$19,930",3,Pickup,no,$0,0,No,2,$0,13.0,0,Highly Urban/ Urban
346319728,0,27NOV49,49.0,0,,"$174,329",No,"$417,731",z_No,M,PhD,,22,Commercial,"$26,250",7,Panel Truck,no,$0,0,No,0,$0,8.0,0,Highly Urban/ Urban
728304971,0,10OCT57,42.0,1,15.0,"$21,863",No,"$131,324",Yes,M,z_High School,Clerical,30,Private,"$7,890",10,Pickup,yes,$0,0,Yes,0,$0,1.0,0,Highly Urban/ Urban
855474467,0,23MAY55,44.0,3,12.0,"$59,693",No,"$197,014",Yes,z_F,z_High School,Clerical,50,Commercial,"$23,950",7,Panel Truck,yes,$0,0,No,1,$0,6.0,0,Highly Urban/ Urban
43203770,0,07JUN53,46.0,0,,$0,No,"$99,200",Yes,z_F,Bachelors,Home Maker,28,Private,"$6,500",1,Sports Car,no,"$6,913",3,No,2,$0,10.0,0,Highly Urban/ Urban
903938635,1,22NOV56,42.0,3,17.0,"$55,805",No,"$237,874",Yes,M,z_High School,z_Blue Collar,47,Commercial,"$11,530",1,Pickup,no,$0,0,No,1,$0,8.0,0,z_Highly Rural/ Rural
63485032,0,07NOV63,36.0,0,9.0,"$78,760",No,$0,z_No,z_F,PhD,Doctor,51,Private,"$12,980",6,z_SUV,no,"$32,996",1,No,1,$0,,0,Highly Urban/ Urban
176803699,2,13APR57,42.0,2,12.0,"$72,710",Yes,$0,z_No,z_F,Masters,Home Maker,67,Private,"$18,710",10,Sports Car,no,$0,0,No,1,$0,12.0,0,z_Highly Rural/ Rural
63641910,0,07APR54,45.0,1,10.0,"$102,765",Yes,$0,z_No,z_F,Masters,Lawyer,43,Private,"$19,680",6,Minivan,no,$0,0,No,0,"$1,283",17.0,1,Highly Urban/ Urban
471663062,0,30SEP53,46.0,0,11.0,"$82,398",No,"$235,439",Yes,M,Bachelors,Manager,19,Private,"$19,240",4,Van,no,$0,0,Yes,0,$0,15.0,0,Highly Urban/ Urban
850314594,0,28AUG46,53.0,0,5.0,"$183,296",No,$0,z_No,M,PhD,Manager,10,Commercial,"$34,310",4,Panel Truck,no,"$4,900",3,No,1,$0,9.0,0,Highly Urban/ Urban
898060367,0,16FEB46,53.0,0,,"$67,799",No,"$227,787",z_No,M,Bachelors,z_Blue Collar,35,Commercial,"$13,580",1,Minivan,yes,"$3,668",4,No,0,"$5,787",11.0,1,Highly Urban/ Urban
869972677,0,16FEB43,56.0,0,3.0,"$37,352",No,$0,z_No,M,Masters,Lawyer,40,Private,"$13,910",7,Minivan,no,$0,0,No,0,$0,20.0,0,z_Highly Rural/ Rural
386664474,0,07OCT43,56.0,0,15.0,"$82,370",No,"$274,135",Yes,z_F,Masters,Manager,15,Private,"$15,340",6,z_SUV,no,$0,0,No,0,$0,15.0,0,Highly Urban/ Urban
871024631,0,05MAY65,34.0,1,12.0,"$125,301",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,46,Commercial,"$17,430",1,Sports Car,no,$0,0,No,0,"$2,946",7.0,1,Highly Urban/ Urban
425540577,0,19APR43,56.0,0,0.0,$0,No,"$118,581",Yes,z_F,Bachelors,Home Maker,60,Private,"$20,680",1,z_SUV,no,$0,0,Yes,0,$0,13.0,0,z_Highly Rural/ Rural
136807839,1,26JUL63,36.0,2,10.0,"$45,451",Yes,,z_No,z_F,Bachelors,Professional,48,Private,"$9,650",1,z_SUV,no,$0,0,No,0,$0,10.0,0,z_Highly Rural/ Rural
879600393,0,14JAN55,44.0,2,14.0,"$69,639",No,"$209,133",Yes,M,z_High School,z_Blue Collar,14,Commercial,"$5,910",10,Pickup,yes,$0,0,No,1,$0,1.0,0,Highly Urban/ Urban
540719128,0,03MAY57,42.0,0,10.0,"$47,114",No,$0,z_No,M,Bachelors,Clerical,22,Commercial,"$10,410",4,Pickup,yes,$0,0,No,7,"$26,673",7.0,1,Highly Urban/ Urban
923292946,0,17JAN56,43.0,2,15.0,"$64,065",No,"$204,282",Yes,z_F,z_High School,z_Blue Collar,5,Commercial,"$16,330",6,Sports Car,no,"$1,389",2,No,5,$0,1.0,0,Highly Urban/ Urban
